Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Typhus Fever,2,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,2,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,6,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,9,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,4,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,1,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,8,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,29,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,1,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,4,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,2,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,2,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,2,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,5,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,6,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,1,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,4,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,6,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,26,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,2,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,1,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,3,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,22,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,2,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,3,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,8,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,1,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,46,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,1,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,13,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,1,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,7,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,3,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dengue Fever,17,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Dysentery,3,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Encephalitis,1,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Enteric Fever,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Food Poisoning,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leptospirosis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Typhus Fever,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Viral Hepatitis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Human Rabies,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Chickenpox,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Meningitis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
Leishmaniasis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",24-Dec-2022 00:00:00,30-Dec-2022 00:00:00,Data/Error File/en_640feff0076ea_Vol_50_no_01-english.pdf
